Word,POS,Stemmed,Priorpolarity,Type
legitimately,adverb,n,positive,weaksubj
lenient,adj,n,positive,weaksubj
leniently,adverb,n,positive,weaksubj
less,adverb,n,negative,weaksubj
less developed,adj,n,negative,weaksubj
less expensive,adj,n,positive,weaksubj
lessen,verb,y,negative,weaksubj
lesser,anypos,n,negative,weaksubj
lesser known,adj,n,negative,weaksubj
letch,noun,n,negative,strongsubj
lethal,adj,n,negative,weaksubj
lethargic,adj,n,negative,weaksubj
lethargy,noun,n,negative,weaksubj
leverage,noun,n,positive,weaksubj
leverage,verb,y,positive,weaksubj
levity,noun,n,positive,strongsubj
lewd,adj,n,negative,strongsubj
lewdly,adverb,n,negative,strongsubj
lewdness,noun,n,negative,strongsubj
liable,adj,n,negative,weaksubj
liability,adj,n,negative,strongsubj
liability,noun,n,negative,strongsubj
liar,adj,n,negative,strongsubj
liar,noun,n,negative,strongsubj
liars,adj,n,negative,strongsubj
liars,noun,n,negative,strongsubj
liberal,adj,n,positive,weaksubj
liberation,adj,n,positive,weaksubj
liberation,noun,n,positive,weaksubj
liberalism,noun,n,positive,weaksubj
liberally,adverb,n,positive,weaksubj
liberate,verb,y,positive,strongsubj
liberty,noun,n,positive,strongsubj
licentious,adj,n,negative,strongsubj
licentiously,adverb,n,negative,strongsubj
licentiousness,noun,n,negative,strongsubj
lie,adj,n,negative,strongsubj
lie,noun,n,negative,strongsubj
lie,verb,n,negative,weaksubj
lier,noun,n,negative,strongsubj
lies,adj,n,negative,strongsubj
lies,noun,n,negative,strongsubj
life threatening,adj,n,negative,weaksubj
lifeblood,noun,n,positive,strongsubj
lifeless,adj,n,negative,weaksubj
lifelong,adj,n,positive,weaksubj
light,adj,n,positive,weaksubj
light,noun,n,positive,weaksubj
light hearted,adj,n,positive,strongsubj
lighten,verb,y,positive,weaksubj
likable,adj,n,positive,strongsubj
like,verb,y,positive,strongsubj
likelihood,adj,n,neutral,weaksubj
likelihood,noun,n,neutral,weaksubj
likely,anypos,y,neutral,weaksubj
liking,noun,n,positive,strongsubj
likewise,anypos,y,neutral,strongsubj
limit,adj,n,negative,weaksubj
limit,verb,y,negative,weaksubj
limitation,noun,n,negative,weaksubj
limited,adj,n,negative,weaksubj
limitless,adj,n,neutral,strongsubj
limitless,noun,n,neutral,strongsubj
limp,adj,n,negative,strongsubj
lionhearted,adj,n,positive,strongsubj
listless,adj,n,negative,strongsubj
literate,adj,n,positive,weaksubj
litigious,adj,n,negative,strongsubj
little,adj,n,negative,strongsubj
little known,adj,n,negative,strongsubj
live,adj,n,positive,weaksubj
lively,adj,n,positive,strongsubj
livid,anypos,n,negative,strongsubj
lividly,anypos,n,negative,strongsubj
loath,adj,n,negative,strongsubj
loathe,adj,n,negative,strongsubj
loathe,verb,y,negative,strongsubj
loathing,anypos,n,negative,strongsubj
loathly,anypos,n,negative,strongsubj
loathsome,adj,n,negative,strongsubj
loathsomely,anypos,n,negative,strongsubj
lofty,adj,n,positive,strongsubj
logical,adj,n,positive,weaksubj
lone,adj,n,negative,strongsubj
lone,noun,n,negative,strongsubj
loneliness,noun,n,negative,strongsubj
lonely,adj,n,negative,strongsubj
lonesome,adj,n,negative,strongsubj
long,verb,y,negative,strongsubj
longing,noun,n,negative,strongsubj
longingly,anypos,n,negative,strongsubj
look,anypos,y,neutral,weaksubj
looking,anypos,y,neutral,weaksubj
loophole,noun,n,negative,strongsubj
loopholes,adj,n,negative,strongsubj
loopholes,noun,n,negative,strongsubj
loot,verb,n,negative,strongsubj
lorn,adj,n,negative,strongsubj
losing,adj,n,negative,strongsubj
losing,noun,n,negative,strongsubj
lose,verb,y,negative,weaksubj
loser,noun,n,negative,weaksubj
loss,noun,n,negative,weaksubj
lost,adj,n,negative,weaksubj
lousy,adj,n,negative,strongsubj
lovable,adj,n,positive,strongsubj
lovably,adverb,n,positive,strongsubj
love,noun,n,positive,strongsubj
love,verb,y,positive,strongsubj
loveless,adj,n,negative,strongsubj
loveliness,noun,n,positive,strongsubj
lovelorn,adj,n,negative,strongsubj
lover,noun,n,positive,strongsubj
lovely,adj,n,positive,strongsubj
lovely,anypos,y,positive,strongsubj
low,adj,n,negative,weaksubj
low cost,adj,n,positive,weaksubj
low rated,adj,n,negative,strongsubj
low risk,adj,n,positive,weaksubj
lower priced,adj,n,positive,weaksubj
lowly,adj,n,negative,strongsubj
loyal,adj,n,positive,weaksubj
loyalty,adj,n,positive,strongsubj
loyalty,noun,n,positive,strongsubj
lucid,adj,n,positive,strongsubj
lucidly,adj,n,positive,strongsubj
luck,noun,n,positive,strongsubj
luckier,adj,n,positive,strongsubj
luckier,noun,n,positive,strongsubj
luckiest,anypos,y,positive,strongsubj
luckily,adj,n,positive,strongsubj
luckiness,noun,n,positive,strongsubj
lucky,adj,n,positive,strongsubj
lucky,noun,n,positive,strongsubj
lucrative,adj,n,positive,weaksubj
lucrative,noun,n,positive,weaksubj
ludicrous,adj,n,negative,strongsubj
ludicrously,anypos,n,negative,strongsubj
lugubrious,adj,1,negative,strongsubj
lukewarm,adj,n,negative,strongsubj
lull,verb,y,negative,weaksubj
luminous,adj,n,positive,weaksubj
lunatic,adj,n,negative,strongsubj
lunatic,noun,n,negative,strongsubj
lunaticism,noun,n,negative,strongsubj
lurch,verb,y,negative,strongsubj
lure,verb,y,negative,strongsubj
lurid,adj,n,negative,strongsubj
lurk,verb,y,negative,strongsubj
lurking,adj,n,negative,strongsubj
lush,adj,n,positive,strongsubj
lust,verb,y,both,strongsubj
lure,verb,y,negative,strongsubj
luster,noun,n,positive,strongsubj
lustrous,adj,n,positive,strongsubj
luxuriant,adj,n,positive,strongsubj
luxuriate,verb,y,positive,weaksubj
luxurious,anypos,n,positive,strongsubj
luxuriously,anypos,n,positive,strongsubj
luxury,adj,n,positive,strongsubj
luxury,noun,n,positive,strongsubj
lying,anypos,n,negative,strongsubj
lyrical,adj,n,positive,strongsubj
macabre,adj,n,negative,strongsubj
mad,adj,n,negative,strongsubj
madden,verb,y,negative,strongsubj
maddening,anypos,n,negative,strongsubj
maddeningly,anypos,n,negative,strongsubj
madder,adj,n,negative,strongsubj
madder,noun,n,negative,strongsubj
madly,anypos,n,negative,strongsubj
madman,noun,n,negative,strongsubj
madness,noun,n,negative,strongsubj
magic,adj,n,positive,strongsubj
magical,adj,n,positive,strongsubj
magnanimous,anypos,n,positive,strongsubj
magnanimously,anypos,n,positive,strongsubj
magnetic,adj,n,positive,weaksubj
magnificence,anypos,n,positive,strongsubj
magnificent,adj,n,positive,strongsubj
magnificent,anypos,n,positive,strongsubj
magnificently,anypos,n,positive,strongsubj
magnify,verb,n,positive,weaksubj
majestic,adj,n,positive,strongsubj
majesty,noun,n,positive,strongsubj
major,adj,n,neutral,weaksubj
maladjusted,adj,n,negative,strongsubj
maladjustment,noun,n,negative,strongsubj
malady,noun,n,negative,weaksubj
malaise,noun,n,negative,weaksubj
malcontent,adj,n,negative,strongsubj
malcontent,noun,n,negative,strongsubj
malcontented,adj,n,negative,strongsubj
maledict,noun,n,negative,strongsubj
maledict,verb,y,negative,strongsubj
malevolence,noun,n,negative,strongsubj
malevolent,adj,n,negative,strongsubj
malevolently,anypos,n,negative,strongsubj
malice,noun,n,negative,strongsubj
malicious,adj,n,negative,strongsubj
maliciously,anypos,n,negative,strongsubj
maliciousness,noun,n,negative,strongsubj
malign,adj,n,negative,strongsubj
malign,verb,y,negative,strongsubj
malignant,adj,n,negative,weaksubj
malodorous,adj,n,negative,strongsubj
maltreatment,adj,n,negative,strongsubj
maltreatment,noun,n,negative,strongsubj
manageable,adj,n,positive,weaksubj
maneuver,adj,n,negative,weaksubj
maneuver,noun,n,negative,weaksubj
mangle,verb,y,negative,strongsubj
mania,noun,n,negative,strongsubj
maniac,noun,n,negative,strongsubj
maniacal,adj,n,negative,strongsubj
manic,adj,n,negative,strongsubj
manifest,adj,n,positive,strongsubj
manipulate,verb,y,negative,weaksubj
manipulation,adj,n,negative,weaksubj
manipulation,noun,n,negative,weaksubj
manipulative,adj,n,negative,strongsubj
manipulators,adj,n,negative,strongsubj
manipulators,noun,n,negative,strongsubj
manly,adj,n,positive,strongsubj
mannerly,adj,n,positive,strongsubj
mantra,adj,n,neutral,strongsubj
mantra,noun,n,neutral,strongsubj
mar,noun,n,negative,strongsubj
mar,verb,y,negative,strongsubj
marginal,adj,n,negative,weaksubj
marginally,adverb,n,negative,weaksubj
martyrdom,noun,n,negative,strongsubj
martyrdom seeking,adj,n,negative,strongsubj
marvel,noun,n,positive,strongsubj
marvel,verb,y,positive,strongsubj
marvellous,adj,n,positive,strongsubj
marvelous,adj,n,positive,strongsubj
marvelous,anypos,y,positive,strongsubj
marvelously,anypos,n,positive,strongsubj
marvelousness,noun,n,positive,strongsubj
marvels,noun,n,positive,strongsubj
massacre,noun,n,negative,strongsubj
massacre,verb,y,negative,strongsubj
massacres,noun,n,negative,strongsubj
massive,adj,n,neutral,weaksubj
master,adj,n,positive,strongsubj
master,noun,n,positive,strongsubj
masterful,adj,n,positive,strongsubj
masterfully,adverb,n,positive,strongsubj
masterpiece,noun,n,positive,strongsubj
masterpieces,noun,n,positive,strongsubj
masters,adj,n,positive,strongsubj
masters,noun,n,positive,strongsubj
mastery,noun,n,positive,strongsubj
matchless,adj,n,positive,strongsubj
matter,verb,y,neutral,weaksubj
mature,adj,n,positive,weaksubj
maturely,adverb,n,positive,weaksubj
maturity,noun,n,positive,weaksubj
maverick,adj,n,negative,strongsubj
mawkish,anypos,n,negative,strongsubj
mawkishly,anypos,n,negative,strongsubj
mawkishness,anypos,n,negative,strongsubj
maxi devaluation,adj,n,negative,strongsubj
maxi devaluation,noun,n,negative,strongsubj
maximize,verb,y,positive,strongsubj
maybe,anypos,y,neutral,strongsubj
meager,adj,n,negative,strongsubj
mean,adj,n,negative,strongsubj
mean,verb,y,neutral,weaksubj
meaningful,adj,n,positive,strongsubj
meaningless,adj,n,negative,strongsubj
meanness,noun,n,negative,strongsubj
meddle,verb,y,negative,strongsubj
meddlesome,anypos,y,negative,strongsubj
mediocre,adj,n,negative,strongsubj
mediocrity,noun,n,negative,strongsubj
meek,adj,n,positive,strongsubj
melancholy,adj,n,negative,strongsubj
mellow,adj,n,positive,strongsubj
melodramatic,adj,n,negative,strongsubj
melodramatically,adverb,n,negative,strongsubj
memorable,adj,n,positive,strongsubj
memorialize,verb,y,positive,strongsubj
memories,adj,n,neutral,weaksubj
memories,noun,n,neutral,weaksubj
menace,noun,n,negative,strongsubj
menace,verb,y,negative,strongsubj
menacing,anypos,n,negative,strongsubj
menacingly,anypos,n,negative,strongsubj
mend,verb,y,positive,weaksubj
mendacious,adj,n,negative,strongsubj
mendacity,noun,n,negative,strongsubj
menial,adj,n,negative,weaksubj
mentality,noun,n,neutral,strongsubj
mentor,noun,n,positive,weaksubj
merciful,anypos,y,positive,strongsubj
mercifully,anypos,n,positive,strongsubj
merciless,adj,n,negative,strongsubj
mercilessly,adverb,n,negative,strongsubj
mercy,adj,n,positive,strongsubj
mercy,noun,n,positive,strongsubj
mere,adj,n,negative,strongsubj
mere,anypos,y,negative,strongsubj
merely,anypos,y,negative,strongsubj
merit,noun,n,positive,strongsubj
merit,verb,y,positive,strongsubj
meritorious,adj,n,positive,strongsubj
merrily,adj,n,positive,strongsubj
merriment,noun,n,positive,strongsubj
merriness,noun,n,positive,strongsubj
merry,adj,n,positive,strongsubj
mesmerize,verb,y,positive,strongsubj
mesmerizing,anypos,n,positive,strongsubj
mesmerizing,anypos,n,positive,strongsubj
mesmerizingly,anypos,n,positive,strongsubj
mess,adj,n,negative,strongsubj
mess,noun,n,negative,strongsubj
messy,adj,n,negative,weaksubj
metaphorize,verb,y,neutral,strongsubj
meticulous,adj,n,positive,weaksubj
meticulously,adj,n,positive,weaksubj
midget,adj,n,negative,strongsubj
midget,noun,n,negative,strongsubj
miff,verb,y,negative,weaksubj
might,anypos,y,neutral,weaksubj
might,noun,n,positive,strongsubj
mightily,anypos,n,positive,strongsubj
mighty,anypos,n,positive,strongsubj
mild,adj,n,positive,weaksubj
militancy,adj,n,negative,strongsubj
militancy,noun,n,negative,strongsubj
mind,verb,y,negative,weaksubj
mindful,adj,n,positive,strongsubj
mindless,anypos,n,negative,strongsubj
mindlessly,anypos,n,negative,strongsubj
minister,verb,y,positive,weaksubj
minor,adj,n,neutral,weaksubj
miracle,noun,n,positive,strongsubj
miracles,noun,n,positive,strongsubj
miraculous,adj,n,positive,strongsubj
miraculously,anypos,n,positive,strongsubj
miraculousness,noun,n,positive,strongsubj
mirage,adj,n,negative,strongsubj
mirage,noun,n,negative,strongsubj
mire,noun,n,negative,strongsubj
mire,verb,y,negative,strongsubj
mirth,noun,n,positive,strongsubj
misapprehend,verb,y,negative,weaksubj
misbecoming,adj,n,negative,strongsubj
misbecome,verb,y,negative,strongsubj
misbegotten,adj,n,negative,strongsubj
misbehave,verb,y,negative,strongsubj
misbehavior,noun,n,negative,strongsubj
miscalculate,verb,y,negative,weaksubj
miscalculation,adj,n,negative,weaksubj
miscalculation,noun,n,negative,weaksubj
mischief,adj,n,negative,strongsubj
mischief,noun,n,negative,strongsubj
mischievous,anypos,n,negative,strongsubj
mischievously,anypos,n,negative,strongsubj
misconception,anypos,n,negative,strongsubj
misconceptions,adj,n,negative,strongsubj
misconceptions,noun,n,negative,strongsubj
miscreant,noun,n,negative,strongsubj
miscreants,noun,n,negative,strongsubj
misdirection,noun,n,negative,strongsubj
miser,noun,n,negative,strongsubj
miserly,anypos,n,negative,strongsubj
miserable,adj,n,negative,strongsubj
miserableness,noun,n,negative,strongsubj
miserably,anypos,n,negative,strongsubj
miseries,noun,n,negative,strongsubj
misery,anypos,n,negative,strongsubj
misery,noun,n,negative,strongsubj
misfit,noun,n,negative,strongsubj
misfortune,noun,n,negative,strongsubj
misgiving,noun,n,negative,strongsubj
misgivings,noun,n,negative,strongsubj
misguidance,noun,n,negative,strongsubj
misguide,verb,y,negative,strongsubj
misguided,adj,n,negative,strongsubj
mishandle,verb,y,negative,strongsubj
mishap,noun,n,negative,strongsubj
misinform,verb,y,negative,strongsubj
misinformed,adj,n,negative,strongsubj
misinterpret,verb,y,negative,strongsubj
misjudge,verb,y,negative,strongsubj
misjudgment,noun,n,negative,strongsubj
mislead,noun,n,negative,strongsubj
mislead,verb,y,negative,strongsubj
misleading,anypos,n,negative,strongsubj
misleadingly,anypos,y,negative,strongsubj
mislike,verb,y,negative,strongsubj
mismanage,verb,y,negative,strongsubj
misread,verb,y,negative,strongsubj
misreading,adj,n,negative,strongsubj
misreading,noun,n,negative,strongsubj
misrepresent,verb,y,negative,strongsubj
misrepresentation,anypos,y,negative,strongsubj
miss,verb,y,negative,weaksubj
misstatement,noun,n,negative,strongsubj
mistake,adj,n,negative,strongsubj
mistake,noun,n,negative,strongsubj
len=1,word1=mistaken,pos1=verb,stemmed1=y,strongsubj
len=1,word1=mistakenly,pos1=adverb,stemmed1=n,strongsubj
mistakes,adj,n,negative,strongsubj
mistakes,noun,n,negative,strongsubj
mistrust,adj,n,negative,strongsubj
mistrust,noun,n,negative,strongsubj
mistrustful,anypos,y,negative,strongsubj
mistrustfully,anypos,y,negative,strongsubj
misunderstand,verb,n,negative,strongsubj
misunderstood,verb,n,negative,strongsubj
misunderstanding,adj,n,negative,strongsubj
misunderstanding,noun,n,negative,strongsubj
misunderstanding,verb,n,negative,strongsubj
misunderstandings,adj,n,negative,strongsubj
misunderstandings,noun,n,negative,strongsubj
misuse,verb,y,negative,strongsubj
mm,anypos,n,neutral,strongsubj
moan,verb,y,negative,strongsubj
mock,adj,n,negative,strongsubj
mock,verb,y,negative,strongsubj
mockeries,noun,n,negative,strongsubj
mockery,noun,n,negative,strongsubj
mocking,adj,n,negative,strongsubj
mockingly,anypos,n,negative,strongsubj
moderate,adj,n,positive,strongsubj
moderation,adj,n,positive,strongsubj
moderation,noun,n,positive,strongsubj
modern,adj,n,positive,weaksubj
modest,adj,n,positive,weaksubj
modesty,noun,n,positive,weaksubj
molest,verb,y,negative,strongsubj
molestation,noun,n,negative,strongsubj
mollify,verb,y,positive,strongsubj
momentous,adj,n,positive,strongsubj
monotonous,adj,n,negative,strongsubj
monotony,noun,n,negative,strongsubj
monster,noun,n,negative,strongsubj
monstrosities,noun,n,negative,strongsubj
monstrosity,noun,n,negative,strongsubj
monstrous,adj,n,negative,strongsubj
monstrously,anypos,n,negative,strongsubj
monumental,adj,n,positive,strongsubj
monumentally,adj,n,positive,strongsubj
moody,adj,n,negative,strongsubj
moon,verb,y,negative,weaksubj
moot,adj,n,negative,weaksubj
mope,verb,y,negative,weaksubj
moral,adj,n,positive,strongsubj
moral,noun,n,positive,strongsubj
morality,noun,n,positive,strongsubj
moralize,verb,y,positive,strongsubj
morbid,adj,n,negative,strongsubj
morbidly,adj,n,negative,strongsubj
mordant,adj,n,negative,strongsubj
mordantly,adj,n,negative,strongsubj
moreover,anypos,y,neutral,strongsubj
moribund,adj,n,negative,strongsubj
mortification,noun,n,negative,strongsubj
mortified,adj,n,negative,strongsubj
mortify,verb,y,negative,strongsubj
mortifying,adj,n,negative,strongsubj
mortifying,anypos,n,negative,strongsubj
most,anypos,n,neutral,weaksubj
mostly,anypos,n,neutral,weaksubj
motionless,adj,n,negative,weaksubj
motivate,verb,y,positive,strongsubj
motivated,adj,n,positive,strongsubj
motivation,adj,n,positive,strongsubj
motivation,noun,n,positive,strongsubj
motive,adj,n,neutral,weaksubj
motive,noun,n,neutral,weaksubj
motley,adj,n,negative,strongsubj
mourn,verb,y,negative,strongsubj
mourner,noun,n,negative,strongsubj
mournful,anypos,n,negative,strongsubj
mournfully,anypos,n,negative,strongsubj
move,verb,y,neutral,weaksubj
moving,adj,n,positive,strongsubj
much,anypos,y,neutral,weaksubj
muddle,verb,y,negative,weaksubj
muddy,adj,n,negative,weaksubj
mudslinger,noun,n,negative,strongsubj
mudslinging,noun,n,negative,strongsubj
mulish,adj,n,negative,strongsubj
multi polarization,adj,n,negative,strongsubj
multi polarization,noun,n,negative,strongsubj
mum,adj,n,neutral,strongsubj
mundane,adj,n,negative,strongsubj
murder,noun,n,negative,weaksubj
murder,verb,y,negative,weaksubj
murderous,adj,n,negative,weaksubj
murderously,adverb,n,negative,weaksubj
murky,adj,n,negative,weaksubj
muscle flexing,anypos,n,negative,strongsubj
must,anypos,y,neutral,strongsubj
myriad,noun,n,positive,weaksubj
mysterious,adj,n,negative,strongsubj
mysteriously,adverb,n,negative,strongsubj
mystery,noun,n,negative,strongsubj
